"logger_id","packet_date","CH01","CH02","CH03","CH04","CH05","CH06","CH07","CH08","CH09","CH10","CH11","CH12","CH13","CH14","CH15","CH16","AlarmCh01","AlarmCh02","AlarmCh03","AlarmCh04","AlarmCh05","AlarmCh06","AlarmCh07","AlarmCh08","AlarmCh09","AlarmCh10","AlarmCh11","AlarmCh12","AlarmCh13","AlarmCh14","AlarmCh15","AlarmCh16"
1,"2025-11-28 02:00:00",-67.8,-70.9,-19.4,4.2,-75.2,-70.6,4.7,5.3,21.7,59,23.6,61.1,23.9,25.7,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 02:10:00",-67.8,-70.6,-18.3,4.2,-72.3,-71.5,5,4.8,21.2,60.6,23.6,61.2,27,27.5,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 02:20:00",-67.8,-71.2,-18.9,4.7,-75.4,-73.8,4.5,6.6,21.7,58.8,23.7,62.1,23.3,25.2,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 02:30:00",-67.8,-69.9,-17.5,4.6,-68.4,-73.3,3.8,3.7,21.7,59.5,23.6,60.2,23.9,24.9,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 02:40:00",-67,-71,-18.9,4.2,-74.8,-71.9,5,7,21.9,58.2,23.6,61.3,23.3,25.1,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 02:50:00",-67.2,-69.2,-19,4.3,-71.8,-73.5,4.4,3.7,21.5,59.8,23.6,61.3,26.9,27.3,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 03:00:00",-67.2,-69.7,-19.1,4.9,-73.9,-74.2,4.1,4,21.7,58.9,23.6,61.2,25.1,25.6,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 03:10:00",-67.4,-70.1,-17.6,6.1,-64.5,-72.4,4,3.8,21.7,59.1,23.6,60.8,24.3,25.7,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 03:20:00",-67.6,-71.2,-18.5,4.6,-75,-72.8,4.6,6.8,21.9,58.5,23.6,61.4,23.9,25.2,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 03:30:00",-67.5,-70.7,-18.7,4.3,-73,-72.7,4.5,5.3,21.2,60.8,23.6,61.2,26.9,27.6,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 03:40:00",-68.5,-70.6,-19.4,4.7,-75,-73,4.6,6.8,21.8,58.4,23.6,60.8,23,24.7,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 03:50:00",-67.1,-70.3,-18.7,4.7,-73.7,-74.1,4.2,4.7,21.3,60.5,23.6,62.4,24.8,25.9,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 04:00:00",-67.2,-71.2,-18.4,4.4,-73.7,-73.2,4.3,3.3,21.5,59.5,23.6,61.3,24.5,25.7,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 04:10:00",-68.3,-70.1,-19.3,3.5,-74.8,-72.2,4.6,6.9,21.9,58.5,23.6,60.5,22.3,24.4,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 04:20:00",-67.6,-70.1,-18.9,3.9,-75,-72.1,4.7,6.9,21.9,58.3,23.6,61.3,23.5,25,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 04:30:00",-66.4,-71,-19.2,4.7,-75,-72.2,4.7,7,21.9,58.2,23.6,61.4,23.9,25.3,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 04:40:00",-67.5,-71.4,-19.1,4.1,-75.8,-72,3.1,6.5,21.7,59.3,23.7,62.5,23.6,25.4,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 04:50:00",-68,-70,-19.3,4.3,-74.8,-72.5,4.6,6.9,21.8,58.4,23.6,62,23.7,24.9,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 05:00:00",-66.9,-69.2,-18.2,3.3,-73.8,-73.8,4,3,21.4,60.2,23.6,61,24.2,25.6,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 05:10:00",-66.3,-70.6,-18.3,3.5,-73.3,-72.7,4.4,5.6,21,62.1,23.5,60.5,26.9,27.2,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 05:20:00",-65.7,-70,-18.8,4.3,-74.9,-72.6,5,7,21.9,58.4,23.6,60.7,22.9,24.6,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 05:30:00",-65.8,-70.7,-19.1,4.6,-74.8,-72.4,4.7,7,21.9,58.3,23.6,61.4,23.6,25.1,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 05:40:00",-67.4,-69.3,-18.4,4.2,-72.7,-71.7,4.6,4.7,21.2,60.1,23.6,61.3,26.9,27.2,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 05:50:00",-67.4,-68.9,-18.8,5,-72.3,-70.4,4.6,7.2,21.9,58.2,23.6,62,23.7,25.2,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 06:00:00",-66.4,-69.7,-17.9,3.7,-73.4,-72.2,4.7,4.4,21.3,60.3,23.6,61.4,24.3,25.6,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 06:10:00",-67.8,-71.2,-18.9,4.7,-75.4,-73.8,4.5,6.6,21.7,58.8,23.7,62.1,23.3,25.2,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 06:20:00",-67.7,-70,-19.2,5.4,-75.3,-72,4.5,6.4,22,57.3,23.7,61.4,23.2,24.9,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 06:30:00",-65.7,-71,-18.9,4.6,-75,-72,4.8,7.2,21.9,58.2,23.6,61.8,22.9,24.8,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 06:40:00",-65.4,-68.9,-19.5,3.8,-73.2,-72.4,3.9,4.6,21.7,59.5,23.7,61.2,23.2,24.1,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 06:50:00",-67.8,-71.7,-19.1,4.1,-75.4,-73.3,4.4,6.5,21.7,58.8,23.7,61.3,23.6,25.3,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 07:00:00",-67.7,-71,-18.9,5.3,-74.9,-71.7,4.8,7,21.9,58.2,23.6,61.1,23.7,25.3,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 07:10:00",-64.7,-71,-18.8,5.6,-74.8,-71.9,5.2,7,22,56.6,23.6,62.2,22.7,24.6,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 07:20:00",-67.5,-70.9,-18.2,4.8,-73,-73.7,4,3.6,21.5,60.3,23.6,61,24,25.5,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 07:30:00",-68.5,-70,-18.7,4.7,-74.9,-73.4,4.6,6.8,21.9,58.4,23.6,61,23.4,24.9,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 07:40:00",-65,-70.3,-18.3,4.1,-74.5,-72.8,4.8,7.3,21.9,58.4,23.6,62.3,23.8,25,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 07:50:00",-67.8,-71.4,-18.2,5,-72,-74.8,3.9,4.6,21.5,60.7,23.6,60.6,24.2,25.5,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 08:00:00",-67.8,-69.3,-18.9,4.1,-73.6,-72.6,4.2,4.8,21.6,59.5,23.7,61.3,22.1,23.5,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 08:10:00",-67.2,-71.2,-19,4.7,-74.9,-72.6,4.9,7,21.9,58.2,23.6,60.4,23.9,25.4,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 08:20:00",-68,-71.1,-18.7,4.3,-75.3,-72,4.6,6.5,21.8,58.8,23.7,59.8,23.5,25.1,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 08:30:00",-68,-70.4,-19.5,4.5,-75,-71.5,4.8,5.8,21.7,59.4,23.7,59.2,23.7,25.5,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 08:40:00",-65.7,-70.6,-19.7,4.3,-73.5,-72.6,4.4,4.8,21.4,60,23.6,61.7,22.3,23.5,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 08:50:00",-66.8,-71.2,-17.3,4.8,-75.6,-72.6,4.6,7.3,21.6,59.4,23.6,61.3,23.7,25.2,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 09:00:00",-66.1,-69.6,-19.4,3,-73.3,-75.9,3.6,4.4,21.5,59.5,23.6,60.8,22.6,23.6,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 09:10:00",-67.3,-71.1,-18.5,4.6,-73.2,-74,4,3.3,21.6,59.1,23.6,59.9,24.3,25.4,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 09:20:00",-67.5,-69.9,-17.9,4.7,-74.5,-71.9,4.1,8.4,21.2,60.3,23.6,60.7,24.6,26.2,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","HighAlarm","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 09:30:00",-67.8,-69.2,-19.4,3.9,-71.5,-71.1,3.9,3.8,21.5,59.4,23.6,60.9,25.9,25.9,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 09:40:00",-68.1,-70.6,-19.2,4.7,-74.6,-72,4.5,6.9,21.9,58.5,23.6,61.9,22.3,24.3,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 09:50:00",-67.8,-69.2,-18.9,4.2,-75.2,-72.1,4.7,7.1,21.7,62.7,23.6,62.5,24.1,25.9,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 10:00:00",-68,-70.5,-19.5,4.5,-75.4,-70.5,5.1,6.2,21.6,59.4,23.6,59.4,23.5,25.3,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 10:10:00",-67.4,-69.3,-18.4,4.3,-73.3,-71.2,4.6,5.4,21.2,60.5,23.6,61.2,26.7,27.5,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 10:20:00",-66.1,-70.1,-18.9,5.4,-74.9,-72,5,7,21.9,58.4,23.6,62.6,23.7,25,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 10:30:00",-68.3,-71.3,-18.9,5.1,-75,-73.3,4.4,6.9,21.9,58.3,23.6,62.9,23.2,24.9,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 10:40:00",-67.6,-70,-18.7,5,-74.6,-72.6,4.7,7.3,21.9,58.2,23.6,61.7,23.9,25.2,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 10:50:00",-66.6,-70.1,-17.9,3.8,-73.1,-72.2,4.4,5.8,21.1,60,23.6,61.6,27.2,27.9,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 11:00:00",-67.7,-71.8,-18.8,4.6,-75.6,-73.4,4.4,6.6,21.8,58.8,23.7,60.9,23.9,25.5,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 11:10:00",-67.6,-69.7,-18.3,5.4,-73.4,-73.7,4.1,4.2,21.2,60.7,23.6,62.3,24.3,25.6,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 11:20:00",-66.5,-67.9,-18.6,3.4,-73.4,-72.7,4,3.7,21.4,60.1,23.6,60.2,24.4,25.7,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 11:30:00",-68.3,-71.3,-19.3,5,-74.8,-72,4.4,7,21.9,58.5,23.6,61.4,22.5,24.3,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 11:40:00",-67.5,-69.2,-18.9,4.4,-75.3,-72,4.4,7.6,21.5,59.4,23.6,61.3,24.5,26.2,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 11:50:00",-66.7,-69.8,-18.7,3.3,-73.8,-72.3,4.6,6,21.2,59.8,23.5,61.4,26.7,27.5,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 12:00:00",-66.2,-71.8,-17.8,3.5,-73.4,-73.5,4.6,6,21.2,57.6,23.6,62.1,26.7,27.7,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 12:10:00",-67.4,-71.6,-18.2,5.3,-73.4,-74.1,4.2,3.7,21.3,60.6,23.6,60.9,24.8,25.8,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 12:20:00",-65.5,-70.1,-19.4,4.1,-73.5,-72.7,3.7,4.2,21.7,59.7,23.6,60.7,22.8,23.8,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 12:30:00",-64.3,-71.4,-19,5.5,-74.9,-72,5,7,21.9,59.4,23.6,61.7,23.9,25.3,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 12:40:00",-67.3,-70,-16.2,5.2,-75.8,-73.3,4.5,7.2,21.4,59.3,23.7,61.1,23.6,25.3,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 12:50:00",-67.8,-70.6,-19.2,4.4,-75.5,-75,4.4,6.8,22,58.1,23.7,60.8,23.3,25.1,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 13:00:00",-67.4,-68.9,-19.7,4.2,-73.8,-71.1,4.6,5.3,21.5,59.5,23.6,60.8,27,27.7,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 13:10:00",-65.7,-70.9,-18.8,5.1,-74.8,-71.7,5.1,7.2,21.9,58.3,23.6,60.8,22.8,24.7,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 13:20:00",-67.5,-69.3,-19.2,4.6,-74,-71.3,4.4,7,21.9,58.5,23.6,59.1,23.2,24.8,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 13:30:00",-67.8,-70.4,-19,6.1,-75,-72.5,4.7,7,21.9,58.4,23.6,61.5,23.5,25.1,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 13:40:00",-66.8,-69.9,-18.9,5.2,-75,-72.3,5,7.1,21.9,58.3,23.6,60.5,23.1,24.9,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 13:50:00",-64.9,-71.5,-18.9,5.7,-75,-72.7,5.2,7.1,21.7,59.7,23.6,60.5,23.3,24.9,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 14:00:00",-65.3,-69,-19.1,4.2,-73.7,-72.2,3.5,4.9,21.6,59.7,23.7,60.9,22.4,23.6,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 14:10:00",-68,-69.9,-19.2,4.3,-75.4,-72.4,4.5,7.3,21.9,58.2,23.6,60.8,23.3,25.2,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 14:20:00",-67.5,-69.6,-19.1,4.1,-75.4,-73.7,4.4,6.7,21.9,58.3,23.7,62.4,23.7,25.4,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 14:30:00",-65.6,-70.1,-18.9,3.6,-74.9,-72.1,4.9,7.2,21.9,58.1,23.6,61.5,23.2,24.8,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 14:40:00",-67.7,-71.7,-18.6,4.7,-75.3,-74.5,4.3,6.4,21.7,59.1,23.7,59.7,23.3,25.2,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 14:50:00",-62.7,-67.1,-19,4.9,-71.7,-74.4,4.2,6.9,21.7,59.3,23.6,60,23.1,24.6,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 15:00:00",-68.5,-71.2,-18.9,4.3,-74.8,-73.5,4.5,6.8,21.9,58.1,23.6,61.4,22.9,24.7,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 15:10:00",-67.5,-70.5,-18.7,4.6,-75.3,-72.6,4.5,8,21.3,59.9,23.7,62,23.8,25.8,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 15:20:00",-63.5,-67.1,-19,5.5,-72.8,-72.6,4.6,6.8,21.6,59.4,23.6,60.5,23.6,24.8,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 15:30:00",-67.7,-69.9,-18.3,4.8,-74.8,-71.6,4.6,7,21.9,58.3,23.6,61.9,23.6,25.2,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 15:40:00",-65.7,-70.5,-18.8,5.5,-75,-72.4,5,7,21.9,58.4,23.6,61.3,23.2,24.7,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 15:50:00",-67.6,-69.6,-19.2,4.6,-75.5,-73.4,4.3,6.7,21.9,58.2,23.6,61.7,23.7,25.3,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 16:00:00",-67.9,-71.2,-18.9,4.2,-75.3,-73.9,4.5,6.7,21.8,58.9,23.7,61.8,23.6,25.2,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 16:10:00",-66,-70,-19.3,4.4,-74.2,-75.2,4.2,4.2,21.7,59.1,23.6,60.3,24.3,25.5,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 16:20:00",-67.7,-70.6,-17.7,6.2,-67.6,-74.5,3.8,3,21.7,59.3,23.6,61.4,24.3,25.5,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 16:30:00",-67.5,-70.1,-18.9,4.4,-75.3,-72.7,4.7,7.6,21.5,59.5,23.6,60.9,23.5,25.5,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 16:40:00",-67.5,-71.7,-18.4,5.6,-63.5,-74.9,4,3.4,21.7,59.4,23.6,61.6,24.6,25.3,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 16:50:00",-63.3,-66.8,-18.9,5.3,-72.5,-72.6,4.5,7,21.7,59.7,23.6,62.3,22.7,24.4,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 17:00:00",-65.8,-69.6,-18.8,3.6,-73,-75,4.3,3.6,21.3,60.5,23.6,62.9,26.5,27.1,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 17:10:00",-67.8,-70.1,-18.9,4.5,-74.9,-72,4.7,7,21.9,58.4,23.6,61.8,23.2,24.8,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 17:20:00",-67.4,-71.5,-18.3,4.7,-70.6,-73.8,3.8,3.5,21.7,59.1,23.6,61.8,24.2,25.5,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 17:30:00",-66.2,-70.4,-18.7,3.3,-73.4,-74.8,4.5,4.1,21.1,59.8,23.6,61.3,26.7,27.3,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
1,"2025-11-28 17:40:00",-65.9,-71.2,-18.9,4.3,-74.9,-71.8,5,7.2,21.9,58.1,23.6,61.1,23.7,25,-200,-200,"InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","InRange","Open","Open"
